27-4031;Camera operators, television, video, and motion picture
27-4032;Film and video editors
27-4099;Media and communication equipment workers, all other
29-1011;Chiropractors
29-1021;Dentists, general
29-1022;Oral and maxillofacial surgeons
29-1023;Orthodontists
29-1024;Prosthodontists
29-1029;Dentists, all other specialists
29-1031;Dietitians and nutritionists
29-1041;Optometrists
29-1051;Pharmacists
29-1061;Anesthesiologists
29-1062;Family and general practitioners
29-1063;Internists, general
29-1064;Obstetricians and gynecologists
29-1065;Pediatricians, general
29-1066;Psychiatrists
29-1067;Surgeons
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1069;Physicians and surgeons, all other
29-1071;Physician assistants
29-1071;Physician assistants
29-1081;Podiatrists
29-1122;Occupational therapists
29-1122;Occupational therapists
29-1123;Physical therapists
29-1124;Radiation therapists
29-1125;Recreational therapists
29-1125;Recreational therapists
29-1125;Recreational therapists
29-1126;Respiratory therapists
29-1127;Speech-language pathologists
29-1128;Exercise physiologists
29-1129;Therapists, all other
29-1131;Veterinarians
29-1141;Registered nurses
29-1141;Registered nurses
29-1141;Registered nurses
29-1141;Registered nurses
29-1141;Registered nurses
29-1151;Nurse anesthetists
29-1161;Nurse midwives
29-1171;Nurse practitioners
29-1181;Audiologists
29-1199;Health diagnosing and treating practitioners, all other
29-1199;Health diagnosing and treating practitioners, all other
29-1199;Health diagnosing and treating practitioners, all other
29-1199;Health diagnosing and treating practitioners, all other
29-2011;Medical and clinical laboratory technologists
29-2011;Medical and clinical laboratory technologists
29-2011;Medical and clinical laboratory technologists
29-2011;Medical and clinical laboratory technologists
29-2012;Medical and clinical laboratory technicians
29-2021;Dental hygienists
29-2031;Cardiovascular technologists and technicians
29-2032;Diagnostic medical sonographers
29-2033;Nuclear medicine technologists
29-2034;Radiologic technologists
29-2035;Magnetic resonance imaging technologists
29-2041;Emergency medical technicians and paramedics
29-2051;Dietetic technicians
29-2052;Pharmacy technicians
29-2053;Psychiatric technicians
29-2054;Respiratory therapy technicians
29-2055;Surgical technologists
29-2056;Veterinary technologists and technicians
29-2057;Ophthalmic medical technicians
29-2061;Licensed practical and licensed vocational nurses
29-2071;Medical records and health information technicians
29-2081;Opticians, dispensing
29-2091;Orthotists and prosthetists
29-2092;Hearing aid specialists
29-2099;Health technologists and technicians, all other
29-2099;Health technologists and technicians, all other
29-2099;Health technologists and technicians, all other
29-2099;Health technologists and technicians, all other
29-2099;Health technologists and technicians, all other
29-9011;Occupational health and safety specialists
29-9012;Occupational health and safety technicians
29-9091;Athletic trainers
29-9092;Genetic counselors
29-9099;Healthcare practitioners and technical workers, all other
29-9099;Healthcare practitioners and technical workers, all other
31-1011;Home health aides
31-1013;Psychiatric aides
31-1014;Nursing assistants
31-1015;Orderlies
31-2011;Occupational therapy assistants
31-2012;Occupational therapy aides
31-2021;Physical therapist assistants
31-2022;Physical therapist aides
31-9011;Massage therapists
31-9091;Dental assistants
31-9092;Medical assistants
31-9093;Medical equipment preparers
31-9094;Medical transcriptionists
31-9095;Pharmacy aides
31-9096;Veterinary assistants and laboratory animal caretakers
31-9097;Phlebotomists
31-9099;Healthcare support workers, all other
31-9099;Healthcare support workers, all other
31-9099;Healthcare support workers, all other
33-1011;First-line supervisors of correctional officers
33-1012;First-line supervisors of police and detectives
33-1021;First-line supervisors of fire fighting and prevention workers
33-1021;First-line supervisors of fire fighting and prevention workers
33-1021;First-line supervisors of fire fighting and prevention workers
33-1099;First-line supervisors of protective service workers, all other
33-2011;Firefighters
33-2011;Firefighters
33-2011;Firefighters
33-2021;Fire inspectors and investigators
33-2021;Fire inspectors and investigators
33-2021;Fire inspectors and investigators
33-2022;Forest fire inspectors and prevention specialists
33-3011;Bailiffs
33-3012;Correctional officers and jailers
33-3021;Detectives and criminal investigators
33-3021;Detectives and criminal investigators
33-3021;Detectives and criminal investigators
33-3021;Detectives and criminal investigators
33-3021;Detectives and criminal investigators
33-3021;Detectives and criminal investigators
33-3031;Fish and game wardens
33-3041;Parking enforcement workers
33-3051;Police and sheriff's patrol officers
33-3051;Police and sheriff's patrol officers
33-3051;Police and sheriff's patrol officers
33-3052;Transit and railroad police
33-9011;Animal control workers
33-9021;Private detectives and investigators
33-9031;Gaming surveillance officers and gaming investigators
33-9032;Security guards
33-9091;Crossing guards
33-9092;Lifeguards, ski patrol, and other recreational protective service workers
33-9093;Transportation security screeners
33-9099;Protective service workers, all other
33-9099;Protective service workers, all other
35-1011;Chefs and head cooks
35-1012;First-line supervisors of food preparation and serving workers
35-2011;Cooks, fast food
35-2012;Cooks, institution and cafeteria
35-2013;Cooks, private household
35-2014;Cooks, restaurant
35-2015;Cooks, short order
35-2019;Cooks, all other
35-2021;Food preparation workers
35-3011;Bartenders
35-3021;Combined food preparation and serving workers, including fast food
35-3022;Counter attendants, cafeteria, food concession, and coffee shop
35-3022;Counter attendants, cafeteria, food concession, and coffee shop
35-3031;Waiters and waitresses
35-3041;Food servers, nonrestaurant
35-9011;Dining room and cafeteria attendants and bartender helpers
35-9021;Dishwashers
35-9031;Hosts and hostesses, restaurant, lounge, and coffee shop
35-9099;Food preparation and serving related workers, all other
37-1011;First-line supervisors of housekeeping and janitorial workers
37-1012;First-line supervisors of landscaping, lawn service, and groundskeeping workers
37-2011;Janitors and cleaners, except maids and housekeeping cleaners
37-2012;Maids and housekeeping cleaners
37-2019;Building cleaning workers, all other
37-2021;Pest control workers
37-3011;Landscaping and groundskeeping workers
37-3012;Pesticide handlers, sprayers, and applicators, vegetation
37-3013;Tree trimmers and pruners
37-3019;Grounds maintenance workers, all other
39-1011;Gaming supervisors
39-1012;Slot supervisors
39-1021;First-line supervisors of personal service workers
39-1021;First-line supervisors of personal service workers
39-2011;Animal trainers
39-2021;Nonfarm animal caretakers
39-3011;Gaming dealers
39-3012;Gaming and sports book writers and runners
39-3019;Gaming service workers, all other
39-3021;Motion picture projectionists
39-3031;Ushers, lobby attendants, and ticket takers
39-3091;Amusement and recreation attendants
39-3092;Costume attendants
39-3093;Locker room, coatroom, and dressing room attendants
39-3099;Entertainment attendants and related workers, all other
39-4011;Embalmers
39-4021;Funeral attendants
39-4031;Morticians, undertakers, and funeral directors
39-5011;Barbers
39-5012;Hairdressers, hairstylists, and cosmetologists
39-5091;Makeup artists, theatrical and performance
39-5092;Manicurists and pedicurists
39-5093;Shampooers
39-5094;Skincare specialists
39-6011;Baggage porters and bellhops
39-6012;Concierges
39-7011;Tour guides and escorts
39-7012;Travel guides
39-9011;Childcare workers
39-9011;Childcare workers
39-9021;Personal care aides
39-9031;Fitness trainers and aerobics instructors
39-9032;Recreation workers
39-9041;Residential advisors
39-9099;Personal care and service workers, all other
41-1011;First-line supervisors of retail sales workers
41-1012;First-line supervisors of non-retail sales workers
41-2011;Cashiers
41-2012;Gaming change persons and booth cashiers
41-2021;Counter and rental clerks
41-2022;Parts salespersons
41-2031;Retail salespersons
41-3011;Advertising sales agents
41-3021;Insurance sales agents
41-3031;Securities, commodities, and financial services sales agents
41-3031;Securities, commodities, and financial services sales agents
41-3031;Securities, commodities, and financial services sales agents
41-3031;Securities, commodities, and financial services sales agents
41-3041;Travel agents
41-3099;Sales representatives, services, all other
41-3099;Sales representatives, services, all other
41-4011;Sales representatives, wholesale and manufacturing, technical and scientific products
41-4011;Sales representatives, wholesale and manufacturing, technical and scientific products
41-4012;Sales representatives, wholesale and manufacturing, except technical and scientific products
41-9011;Demonstrators and product promoters
41-9012;Models
41-9021;Real estate brokers
41-9022;Real estate sales agents
41-9031;Sales engineers
41-9041;Telemarketers
41-9091;Door-to-door sales workers, news and street vendors, and related workers
41-9099;Sales and related workers, all other
43-1011;First-line supervisors of office and administrative support workers
43-2011;Switchboard operators, including answering service
43-2021;Telephone operators
43-2099;Communications equipment operators, all other
43-3011;Bill and account collectors
43-3021;Billing and posting clerks
43-3021;Billing and posting clerks
43-3021;Billing and posting clerks
43-3031;Bookkeeping, accounting, and auditing clerks
43-3041;Gaming cage workers
43-3051;Payroll and timekeeping clerks
43-3061;Procurement clerks
43-3071;Tellers
43-3099;Financial clerks, all other
43-4011;Brokerage clerks
43-4021;Correspondence clerks
43-4031;Court, municipal, and license clerks
43-4031;Court, municipal, and license clerks
43-4031;Court, municipal, and license clerks
43-4031;Court, municipal, and license clerks
43-4041;Credit authorizers, checkers, and clerks
43-4041;Credit authorizers, checkers, and clerks
43-4041;Credit authorizers, checkers, and clerks
43-4051;Customer service representatives
43-4051;Customer service representatives
43-4061;Eligibility interviewers, government programs
43-4071;File clerks
43-4081;Hotel, motel, and resort desk clerks
43-4111;Interviewers, except eligibility and loan
43-4121;Library assistants, clerical
43-4131;Loan interviewers and clerks
43-4141;New accounts clerks
43-4151;Order clerks
43-4161;Human resources assistants, except payroll and timekeeping
43-4171;Receptionists and information clerks
43-4181;Reservation and transportation ticket agents and travel clerks
43-4199;Information and record clerks, all other
43-5011;Cargo and freight agents
43-5011;Cargo and freight agents
43-5021;Couriers and messengers
43-5031;Police, fire, and ambulance dispatchers
43-5032;Dispatchers, except police, fire, and ambulance
43-5041;Meter readers, utilities
43-5051;Postal service clerks
43-5052;Postal service mail carriers
43-5053;Postal service mail sorters, processors, and processing machine operators
43-5061;Production, planning, and expediting clerks
43-5071;Shipping, receiving, and traffic clerks
43-5081;Stock clerks and order fillers
43-5081;Stock clerks and order fillers
43-5081;Stock clerks and order fillers
43-5081;Stock clerks and order fillers
43-5081;Stock clerks and order fillers
43-5111;Weighers, measurers, checkers, and samplers, recordkeeping
43-6011;Executive secretaries and executive administrative assistants
43-6012;Legal secretaries
43-6013;Medical secretaries
43-6014;Secretaries and administrative assistants, except legal, medical, and executive
43-9011;Computer operators
43-9021;Data entry keyers
43-9022;Word processors and typists
43-9031;Desktop publishers
43-9041;Insurance claims and policy processing clerks
43-9041;Insurance claims and policy processing clerks
43-9041;Insurance claims and policy processing clerks
43-9051;Mail clerks and mail machine operators, except postal service
43-9061;Office clerks, general
43-9071;Office machine operators, except computer
43-9081;Proofreaders and copy markers
43-9111;Statistical assistants
43-9111;Statistical assistants
43-9199;Office and administrative support workers, all other
45-1011;First-line supervisors of farming, fishing, and forestry workers
45-1011;First-line supervisors of farming, fishing, and forestry workers
45-1011;First-line supervisors of farming, fishing, and forestry workers
45-1011;First-line supervisors of farming, fishing, and forestry workers
45-1011;First-line supervisors of farming, fishing, and forestry workers
45-2011;Agricultural inspectors
45-2021;Animal breeders
45-2041;Graders and sorters, agricultural products
45-2091;Agricultural equipment operators
45-2092;Farmworkers and laborers, crop, nursery, and greenhouse
45-2092;Farmworkers and laborers, crop, nursery, and greenhouse
45-2092;Farmworkers and laborers, crop, nursery, and greenhouse
45-2093;Farmworkers, farm, ranch, and aquacultural animals
45-2099;Agricultural workers, all other
45-3000;Fishing and hunting workers
45-3000;Fishing and hunting workers
45-4011;Forest and conservation workers
45-4021;Fallers
45-4022;Logging equipment operators
45-4023;Log graders and scalers
45-4029;Logging workers, all other
47-1011;First-line supervisors of construction trades and extraction workers
47-1011;First-line supervisors of construction trades and extraction workers
47-2011;Boilermakers
47-2021;Brickmasons and blockmasons
47-2022;Stonemasons
47-2031;Carpenters
47-2031;Carpenters
47-2031;Carpenters
47-2041;Carpet installers
47-2042;Floor layers, except carpet, wood, and hard tiles
47-2043;Floor sanders and finishers
47-2044;Tile and marble setters
47-2051;Cement masons and concrete finishers
47-2053;Terrazzo workers and finishers
47-2061;Construction laborers
47-2071;Paving, surfacing, and tamping equipment operators
47-2072;Pile-driver operators
47-2073;Operating engineers and other construction equipment operators
47-2081;Drywall and ceiling tile installers
47-2082;Tapers
47-2111;Electricians
47-2121;Glaziers
47-2131;Insulation workers, floor, ceiling, and wall
47-2132;Insulation workers, mechanical
47-2141;Painters, construction and maintenance
47-2142;Paperhangers
47-2151;Pipelayers
47-2152;Plumbers, pipefitters, and steamfitters
47-2152;Plumbers, pipefitters, and steamfitters
47-2152;Plumbers, pipefitters, and steamfitters
47-2161;Plasterers and stucco masons
47-2171;Reinforcing iron and rebar workers
47-2181;Roofers
47-2211;Sheet metal workers
47-2221;Structural iron and steel workers
47-2231;Solar photovoltaic installers
47-3011;Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters
47-3012;Helpers--carpenters
47-3013;Helpers--electricians
47-3014;Helpers--painters, paperhangers, plasterers, and stucco masons
47-3015;Helpers--pipelayers, plumbers, pipefitters, and steamfitters
47-3016;Helpers--roofers
47-3019;Helpers, construction trades, all other
47-4011;Construction and building inspectors
47-4021;Elevator installers and repairers
47-4031;Fence erectors
47-4041;Hazardous materials removal workers
47-4051;Highway maintenance workers
47-4061;Rail-track laying and maintenance equipment operators
47-4071;Septic tank servicers and sewer pipe cleaners
47-4091;Segmental pavers
47-4099;Construction and related workers, all other
47-4099;Construction and related workers, all other
47-4099;Construction and related workers, all other
47-5011;Derrick operators, oil and gas
47-5012;Rotary drill operators, oil and gas
47-5013;Service unit operators, oil, gas, and mining
47-5021;Earth drillers, except oil and gas
47-5031;Explosives workers, ordnance handling experts, and blasters
47-5041;Continuous mining machine operators
47-5042;Mine cutting and channeling machine operators
47-5049;Mining machine operators, all other
47-5051;Rock splitters, quarry
47-5061;Roof bolters, mining
47-5071;Roustabouts, oil and gas
47-5081;Helpers--extraction workers
47-5099;Extraction workers, all other
49-1011;First-line supervisors of mechanics, installers, and repairers
49-2011;Computer, automated teller, and office machine repairers
